NUMBER,OWNER,TICKER,CUSIP6,CNAME
7019,GANZI MARC C,CLNY,19626G,COLONY CAPITAL INC
7020,GAO CHEN,AMMY,027462,AMERICAN METAL & TECHNOLOGY IN
7021,GAO DAVID,BJGP,05569C,BMP SUNSTONE CORP
7022,GAO DAVID XIAOYING,CBPO,16938C,CHINA BIOLOGIC PRODUCTS INC
7023,GAO XUE RAN,RIGI,00215R,AS CAPITAL INC
7024,GAO ZHENTAO,YUII,988432,YUHE INTERNATIONAL INC
7025,GAPONTSEV VALENTIN P,IPGP,44980X,IPG PHOTONICS CORP
7026,GARATEIX ERNIE J,HRTG,42727J,HERITAGE INSURANCE HOLDINGS IN
7027,GARBARINO JOHN C,-,674617,OCCUPATIONAL HEALTH & REHABILI
7028,GARBARINO JOHN R,OCFC,675234,OCEANFIRST FINANCIAL CORP
7029,GARBER MITCHELL ALAN,CACQ,12768T,CAESARS ACQUISITION COMPANY
7030,GARBERDING MICHAEL J,ENLK,29336U,ENLINK MIDSTREAM PARTNERS LP
7031,GARCHINSKY HUGH J,-,711051,PEOPLES FIRST INC
7032,GARCIA CESAR M,IRIS,46270W,IRIS INTERNATIONAL INC
7033,GARCIA ERNEST C III,CVNA,146869,CARVANA CO
7034,GARCIA FABIAN T,REV,761525,REVLON INC
7035,GARCIA GERALD  JR,AMWW,009009,AIMS WORLDWIDE INC
7036,GARCIA JOHN L PHD,IMPX,G01046,AEA-BRIDGES IMPACT CORP
7037,GARCIA PAUL REU,GPN,37940X,GLOBAL PAYMENTS INC
7038,GARCIA RODRIGUEZ ROBERTO,GTS,896749,TRIPLE S MANAGEMENT CORP
7039,GARCIA VICTOR M,CAP,12477X,CAI INTERNATIONAL INC
7040,GARDEN EDWARD P,TUX,89582E,TRIAN ACQUISITION I CORP
7041,GARDING EDWARD,FIBK,32055Y,FIRST INTERSTATE BANCSYSTEM IN
7042,GARDNER CHRISTOPHER R,VTSS,928497,VITESSE SEMICONDUCTOR CORP
7043,GARDNER HAROLD W,ZORM,98977W,ZORO MINING CORP
7044,GARDNER HERBERT M,STS,868607,SUPREME INDUSTRIES INC
7045,GARDNER IAN,CVAC,18506Q,CLEARVIEW ACQUISITIONS INC
7046,GARDNER JASON,MGTA,55910K,MAGENTA THERAPEUTICS INC
7047,GARDNER JASON M PHD,MQ,57142B,MARQETA INC
7048,GARDNER JEFFERY R,WIN,97382A,WINDSTREAM HOLDINGS INC
7049,GARDNER NORMAN A,VRME,92346X,VERIFYME INC
7050,GARDNER ROBERT CLIVE,LRDR,516811,LAREDO RESOURCES CORP
7051,GARDNER STEPHEN K,NGPC,62912R,NGP CAPITAL RESOURCES CO
7052,GARDNER STEVEN R,PPBI,69478X,PACIFIC PREMIER BANCORP INC
7053,GARDNER THOMAS W,AHRO,047438,ATHERONOVA INC
7054,GARDNER TRACY CASHEN,DLIA,246911,DELIA S INC NEW
7055,GAREEB NABEEL,WFR,552715,MEMC ELECTRONIC MATERIALS INC
7056,GAREISS HERBERT JR,ALTV,02153V,ALTEVA INC
7057,GARFIELD JON M,CLRA,184690,CLEARANT INC NV
7058,GARG VIPIN K,NEOS,64052L,NEOS THERAPEUTICS INC
7059,GARG VIPIN K,PIP,02155H,ALTIMMUNE INC
7061,GARIPALLI VIVEK,CLOV,18914F,CLOVER HEALTH INVESTMENTS CORP
7062,GARLAND GREG C,PSX,718546,PHILLIPS 66
7064,GARLAND J SCOTT,PTLA,737010,PORTOLA PHARMACEUTICALS INC
7065,GARLAND MICHAEL M,PEGI,70338P,PATTERN ENERGY GROUP INC
7066,GARLAND WILLIAM A,AGGX,03475U,ANGIOGENEX INC NV
7067,GARMAN STEVEN R,QIII,74728R,QI SYSTEMS INC
7068,GARN DOUGLAS F,QSFT,74834T,QUEST SOFTWARE INC
7069,GARNEAU EDOUARD A,CDCI,14148P,CARDINAL COMMUNICATIONS INC
7070,GARNEAU RICHARD,RFP,76117W,RESOLUTE FOREST PRODUCTS INC
7071,GARNER CHARLES E II,CMCT,125525,CIM COMMERCIAL TRUST CORP
7072,GARNER JAMES H,FBNC,318910,FIRST BANCORP
7073,GARNER STEPHEN E,TMP,890110,TOMPKINS FINANCIAL CORP
7074,GARNER STEWART,LOGG,53224Q,LIFELOGGER TECHNOLOGIES CORP
7075,GARNER WILLIAM J,URGP,917264,URIGEN PHARMACEUTICALS INC
7076,GARNERO MARIO BERNARDO,GGAC,G5866L,GARNERO GROUP ACQUISITION CO
7077,GARNIER ANTON C,-,845331,SOUTHWEST WATER CO
7078,GARON JEFFREY L,ETLO,29760D,ETELOS INC DE
7079,GARR I RICHARD,CUR,64127R,NEURALSTEM INC
7080,GARRABRANTS GREGORY,BOFI,05566U,BOFI HOLDING INC
7081,GARRETT BRIAN D,CTV,203372,COMMSCOPE INC
7082,GARRETT DIANE RENEE,HYMC,44862P,HYCROFT MINING HOLDING CORPORA
7083,GARRETT MASON YOUNG,GRRB,386627,GRANDSOUTH BANCORPORATION
7084,GARRETT MICHAEL D,SO,842587,SOUTHERN CO
7085,GARRETT PATRICK,GMHC,36381U,GALLERY MANAGEMENT HOLDING COR
7086,GARRETT SCOTT T,BEC,075811,BECKMAN COULTER INC
7087,GARRETT WILLIAM F,-,247909,DELTA WOODSIDE INDUSTRIES INC
7088,GARRETT WILSON,SHDH,81882A,SHADES HOLDINGS INC
7089,GARRISON JOHN L,TEX,880779,TEREX CORP
7091,GARSON ANTHONY,-,390296,CHINA NETTV HOLDINGS INC
7093,GARTSHORE H ANTHONY,FRGB,33615C,FIRST REGIONAL BANCORP
7094,GARTSIDE STEPHEN K JR,EVOL,30049R,EVOLVING SYSTEMS INC
7095,GARTZKE DAVID G,-,00686U,ADESA INC
7097,GARUTTI RANDALL J,SHAK,819047,SHAKE SHACK INC
7098,GARVERICK BEAU,OHPA,68626A,ORION ACQUISITION CORP
7099,GARVEY BETH A,BGSF,05544A,BG STAFFING INC
7100,GARY JEFF,INAQ,45784L,INSIGHT ACQUISITION CORP
7101,GARY JESSE E,CENX,156431,CENTURY ALUMINUM CO
7102,GASIOR F MORGAN,BFIN,06643P,BANKFINANCIAL CORP
7104,GASIOR JAMES M,CLDB,220587,CORTLAND BANCORP
7105,GASMIER ANDREW GRANT,TGRI,88654U,TIERRA GRANDE RESOURCES INC
7106,GASMIRE DAVID CHARLES,-,67611V,ODYSSEY HEALTHCARE INC
7107,GASPAR BOBBY,ORTX,68570P,ORCHARD THERAPEUTICS PLC
7108,GASS MICHELLE,KSS,500255,KOHLS CORP
7109,GASSEN JEROME J,ASBI,023613,AMERIANA BANCORP
7110,GASSENHEIMER CHARLES,HEV,29267A,ENER1 INC
7111,GASSER MICHAEL J,GEF,397624,GREIF INC
7112,GASSER ROBERT C,NYFX,670712,NYFIX INC
7113,GASSNER PETER P,VEEV,922475,VEEVA SYSTEMS INC
7114,GATES CRAIG D,KTCC,493144,KEY TRONIC CORP
7115,GATES E ROBERT,ATPT,016663,ALL STATE PROPERTIES HOLDINGS
7116,GATES JOHN S JR,-,151895,CENTERPOINT PROPERTIES TRUST
7117,GATHRIGHT RICHARD E,FUEL,78453M,SMF ENERGY CORP
7118,GATMAITAN ALFONSO,UPH,91532B,UPHEALTH INC
7119,GATOFF ERIC,NATH,632347,NATHAN S FAMOUS INC
7120,GATTI AMERINO,TISI,878155,TEAM INC
7121,GATTINELLA WAYNE THOMAS,WBMD,94770V,WEBMD HEALTH CORP
7122,GATTO FRANK P,IAR,451663,IDEARC INC
7123,GATTO JOSEPH C JR,CPE,13123X,CALLON PETROLEUM CO
7124,GATTONI JAMES B,LSTR,515098,LANDSTAR SYSTEM INC
7125,GAUDET DOUGLAS A,PMIC,707561,PENN MILLERS HOLDING CORP
7126,GAUDREAULT GILLES,QUES,74837B,QUEST SOLUTION INC
7128,GAUGHEN KEVIN W,HIFS,433323,HINGHAM INSTITUTION FOR SAVING
7130,GAULIN CHRISTOPHER JON,HYPR,44916K,HEALTHCOR CATALIO ACQUISITION
7131,GAULKE MICHAEL R,EXPO,30214U,EXPONENT INC
7132,GAUNT BOBBIE ANDREA,-,007585,ADVO INC
7133,GAUSLING MICHAEL J,OSUR,68554V,ORASURE TECHNOLOGIES INC
7134,GAUT C CHRISTOPHER,FET,34984V,FORUM ENERGY TECHNOLOGIES INC
7135,GAUTHIER MAURICE A,VSEC,918284,VSE CORP
7136,GAVEGNANO RICHARD J,EBSB,58958U,MERIDIAN INTERSTATE BANCORP IN
7137,GAVENDA DANA C,FSBC,35952B,FSB COMMUNITY BANKSHARES INC
7138,GAVIN MICHAEL P,MDSN,55660D,MADISON BANCORP INC MD
7139,GAVRIELOV MOSHE NACHUM,-,M97385,VERISITY LTD
7140,GAVRIELOV RAFAEL ZAEMONOVICH,RTSO,74978P,RTS OIL HOLDINGS INC
7141,GAWAD YAHIA,CGNH,14160X,CARDIOGENICS HOLDINGS INC
7142,GAWICK DONALD JEFFREY,CJ,12674R,C&J ENERGY SERVICES INC
7143,GAWNE STEVEN,DWOG,243798,DEEP WELL OIL & GAS INC
7144,GAY FRANK W II,NUTR,67060Y,NUTRACEUTICAL INTERNATIONAL CO
7145,GAY JOEL,ERII,29270J,ENERGY RECOVERY INC
7146,GAY PHILIP,GLLC,398502,GRILL CONCEPTS INC
7147,GAYHARDT DONALD F JR,CURO,23131L,CURO GROUP HOLDINGS CORP
7149,GAYLE ANNMARIE,CDOC,19188U,CODA OCTOPUS GROUP INC
7150,GAYMAN ROBERT,LFAP,53190A,LIFEAPPS DIGITAL MEDIA INC
7151,GAYNER THOMAS SINNICKSON,MKL,570535,MARKEL CORP NEW
7152,GAYNOR JOSEPH JAMES JR,LPTH,532257,LIGHTPATH TECHNOLOGIES INC
7153,GDBA INVESTMENTS L L L P,AAEX,00501P,ACROSS AMERICA REAL ESTATE EXC
7154,GDOWSKI THOMAS E,EQFN,29448T,EQUITABLE FINANCIAL CORP DE
7155,GE RENYAN,XCLL,98400L,XCELMOBILITY INC
7156,GEARY RONALD G,RSCR,760943,RES CARE INC KY
7157,GEBBIA ANTHONY,SPNI,85219U,SPUTNIK ENTERPRISES INC
7158,GECHT GUY,EFII,286082,ELECTRONICS FOR IMAGING INC
7159,GEDAY ARMANDO,CNXT,207142,CONEXANT SYSTEMS INC
7160,GEDWED WILLIAM J,-,902737,UICI
7161,GEE DONALD,STTN,83172A,SMART TEK SOLUTIONS INC
7162,GEFTER MALCOLM L,-,739421,PRAECIS PHARMACEUTICALS INC
7163,GEHL WILLIAM D,-,368483,GEHL CO
7164,GEIB RONALD B,HARL,412865,HARLEYSVILLE SAVINGS FINANCIAL
7165,GEIGER JAMES F,CBEY,149847,CBEYOND COMMUNICATIONS INC
7166,GEIGER JULIAN R,ARO,007865,AEROPOSTALE INC
7167,GEIMER THOMAS V,AXDX,00430H,ACCELERATE DIAGNOSTICS INC
7168,GEISEL GARY N,PBKS,743859,PROVIDENT BANKSHARES CORP
7169,GEISEL THOMAS X,SNBC,86663B,SUN BANCORP INC NJ
7170,GEISENHEIMER EMILE J,SPNC,84760C,SPECTRANETICS CORP
7171,GEISLER ANTHONY,XPOF,98422X,XPONENTIAL FITNESS INC
7172,GEISLER MITCHELL,DIIG,25245C,DIAGNOSTIC IMAGING INTERNATION
7173,GEITZ MARTIN J,SBTB,78391C,SBT BANCORP INC CT
7174,GELBAUM DAVID,ENSL,29362Y,ENTECH SOLAR INC
7175,GELDENHUYS WALTER,AVOI,00767C,ADVANCED VOICE RECOGNITION SYS
7176,GELDMACHER JAY L,REZI,76118Y,RESIDEO TECHNOLOGIES INC
7177,GELETKA EDWARD J,COBK,19566B,COLONIAL FINANCIAL SERVICES IN
7178,GELFAND HOWARD STEPHEN,VSMR,92346H,VERIFY SMART CORP
7179,GELFAND THOMAS,CLRI,184690,CLEARANT INC NV
7180,GELFOND RICHARD L,IMAX,45245E,IMAX CORP
7181,GELLEIN RAYMOND LANGE JR,BEE,86272T,STRATEGIC HOTELS AND  RESORTS
7182,GELLER ARNIE,PRXI,74051E,PREMIER EXHIBITIONS INC
7184,GELLERSTEDT LAWRENCE L III,CUZ,222795,COUSINS PROPERTIES INC
7186,GELLERT JAY M,HNT,42222G,HEALTH NET INC
7187,GELLERT JOHN M,SMHI,78413P,SEACOR MARINE HOLDINGS INC
7188,GELMAN GARY,ALRN,027135,AMERICAN LEARNING CORP NEW
7189,GELMAN JAY,ADTR,01858P,ALLIANCE DISTRIBUTORS HOLDING
7190,GELMON CORY H,BNYN,06682M,BANYAN CORP OR
7192,GELONE STEVEN P,NBRV,G63637,NABRIVA THERAPEUTICS PLC
7193,GELSINGER PATRICK P,VMW,928563,VMWARE INC
7194,GEMAN MARC NAYER,SPKL,84844T,SPICY PICKLE FRANCHISING INC
7195,GEMAYEL GEORGE,SGBL,39530U,GREENKRAFT INC
7196,GEMINO HENRY EDMUND,PRTK,743164,PROFILE TECHNOLOGIES INC
7197,GEMPERLI KARL BERHARD,ASY,28473M,ELECSYS CORP
7198,GEMUNDER JOEL F,OCR,681904,OMNICARE INC
7199,GENADER ROBERT J,ABK,023139,AMBAC FINANCIAL GROUP INC
7200,GENDELL JEFFREY L,IESC,44951W,IES HOLDINGS INC
7201,GENDRON THOMAS A,WWD,980745,WOODWARD INC
7202,GENGOS ANDREW,IMUC,452536,IMMUNOCELLULAR THERAPEUTICS LT
7203,GENIN ALEX,FCPN,31942R,FIRST CAPITAL INTERNATIONAL IN
7204,GENNETTE JEFFREY,M,55616P,MACY'S INC
7205,GENOVA PAUL S,WTT,976524,WIRELESS TELECOM GROUP INC
7206,GENOVESE VINCENT,LPVO,53630T,LIPIDVIRO TECH INC
7207,GENTILCORE JAMES F,-,423319,HELIX TECHNOLOGY CORP
7208,GENTILE THOMAS C III,SPR,848574,SPIRIT AEROSYSTEMS HOLDINGS IN
7210,GENTLE MEG A,MPET,87968A,TELLURIAN INC
7211,GENTRY BOYD P,ADK,00650W,ADCARE HEALTH SYSTEMS INC
7212,GEOFFREY RICHARD HESSLINK,MBVT,588448,MERCHANTS BANCSHARES INC
7213,GEORGAKIS CHRISTOPHER J,OKN,675227,OCEANAUT INC
7214,GEORGE JALEEA PYLE,SUME,865634,SUMMER ENERGY HOLDINGS INC
7215,GEORGE KENNETH S,ANCI,02505A,AMERICAN CARESOURCE HOLDINGS I
7216,GEORGE MICHAEL A,LVNT,53071M,LIBERTY INTERACTIVE CORP LIBER
7217,GEORGE PETER GUSTAV,EVLV,30049H,EVOLV TECHNOLOGIES HOLDINGS IN
7218,GEORGE SEAN E,NVTA,46185L,INVITAE CORP
7219,GEORGENS THOMAS,NTAP,64110D,NETAPP INC
7220,GEORGIADIS MARY MARGARET HAS,MAT,577081,MATTEL INC
7221,GEORGIOPOULOS PETER C,GMR,Y2692M,GENERAL MARITIME CORP
7222,GEPSTEIN REUVEN,CTKE,16473P,CHERRY TANKERS INC
7223,GERACE FRANCIS D,LABL,625383,MULTI COLOR CORP
7224,GERAGHTY PAUL D,-,412850,HARLEYSVILLE NATIONAL CORP
7225,GERALD MICHAEL C,-,19046E,COASTAL FINANCIAL CORP DE
7226,GERARD STEVEN L,CBZ,124805,CENTURY BUSINESS SERVICES INC
7227,GERARDI FRANK,IG,449575,IGI INC
7228,GERBER MICHAEL A,AGM,313148,FEDERAL AGRICULTURAL MORTGAGE
7229,GERBER MURRY S,EQT,26884L,EQT CORP
7230,GERBER NICHOLAS DANIEL,MGLD,57403M,MARYGOLD COMPANIES INC
7231,GERDES LARRY G,TRCR,893929,TRANSCEND SERVICES INC
7232,GERDIN MICHAEL J,HTLD,422347,HEARTLAND EXPRESS INC
7234,GERHARD MARK,ACDI,G05157,ASCENDANT DIGITAL ACQUISITION
7235,GERHART TERRY R,NBLX,65506L,NOBLE MIDSTREAM PARTNERS LP
7236,GERHAUSER WILLIAM,FSSN,33813L,FISION CORP
7237,GERKE THOMAS A,EQ,29078E,EMBARQ CORP
7238,GERKEN ROBERT JAY,GFY,957667,WESTERN ASSET VARBL RATE STRAT
7239,GERKENS HENRY H III,LSTR,515098,LANDSTAR SYSTEM INC
7240,GERLACH JOHN B JR,LANC,513847,LANCASTER COLONY CORP
7241,GERLITZ ISSACHAR S,-,64104X,NESS TECHNOLOGIES INC
7242,GERMAIN CLAUDE,SMTX,832682,SMTC CORP
7243,GERMAN MICHAEL I,CNIG,219381,CORNING NATURAL GAS CORP
7244,GERNGROSS TILLMAN U,ADGI,00534A,ADAGIO THERAPEUTICS INC
7245,GERRY ROBERT L III,EGY,91851C,VAALCO ENERGY INC
7246,GERSHENHORN ALAN,LITT,54141L,LOGISTICS INNOVATION TECHNOLOG
7247,GERSHENSON DENNIS EARL,RPT,751452,RAMCO GERSHENSON PROPERTIES TR
7248,GERSHON DAVID,FNVT,G3R34K,FINNOVATE ACQUISITION CORP
7249,GERSHON ROBERT,BVX,10211F,BOVIE MEDICAL CORP
7250,GERSHWIND ERIK,MSM,553530,MSC INDUSTRIAL DIRECT CO INC
7251,GERSTEIN BETH TAMARA,BRLT,109504,BRILLIANT EARTH GROUP INC
7252,GERSTNER BRADLEY T,AGCU,G0370L,ALTIMETER GROWTH CORP
7253,GERTEL EITAN,OPTM,68402T,OPTIUM CORP
7254,GERVAIS WILLIAM JOSEPH,QBAK,74758R,QUALSTAR CORP
7255,GERZBERG LEVY,ZRAN,98975F,ZORAN CORP
7256,GESSLER MARK D,ORXE,685775,ORE HOLDINGS INC
7257,GESTETNER DAVID A,ERMS,296016,EROOMSYSTEM TECHNOLOGIES INC
7258,GETMAN FRANK W JR,-,072728,BAYCORP HOLDINGS LTD DE
7259,GETZ JAMES F,TSC,89678F,TRISTATE CAPITAL HOLDINGS INC
7260,GEVEDEN REX D,BWXT,05605H,BWX TECHNOLOGIES INC
7261,GEYRES PHILIPPE,TRID,895919,TRIDENT MICROSYSTEMS INC
7262,GHAMSARI NIMA,BLND,09352U,BLEND LABS INC
7263,GHASEMI SEIFI,ROC,774415,ROCKWOOD HOLDINGS INC
7264,GHASEMI SEIFOLLAH,APD,009158,AIR PRODUCTS & CHEMICALS INC
7265,GHAURI NAEEM U,NTWK,64115A,NETSOL TECHNOLOGIES INC NV
7268,GHEYLE JAMES A,ILVL,44966E,I LEVEL MEDIA GROUP INC
7269,GHOSH ANIRVAN,UBX,91381U,UNITY BIOTECHNOLOGY INC
7270,GIACALONE PETER,-,682343,180 CONNECT INC DE
7271,GIACOMINI THOMAS W,JBT,477839,JOHN BEAN TECHNOLOGIES CORP
7272,GIALLANZA JAMES,PSF,19248Y,COHEN & STEERS SELECT PREFERRE
7273,GIANAKAKOS ANASTASIOS,MYOK,62857M,MYOKARDIA INC
7276,GIANCARLO CHARLES H,PSTG,74624M,PURE STORAGE INC
7277,GIANCOLA JAMES J,MBHI,598251,MIDWEST BANC HOLDINGS INC
7278,GIANFORTE GREG R,RNOW,76657R,RIGHTNOW TECHNOLOGIES INC
7279,GIANNINI MARIO L,HLNE,407497,HAMILTON LANE INC
7280,GIANNOPOULOS ATHANASIOS L,MCRS,594901,MICROS SYSTEMS INC
7281,GIANNULLI MOSSIMO G,-,619696,MOSSIMO INC
7282,GIANONI MICHAEL P,BLKB,09227Q,BLACKBAUD INC
7284,GIARDINA ROBERT J,CLUB,89214A,TOWN SPORTS INTERNATIONAL HOLD
7285,GIARDINI TONY S,NCQ,89621C,TRILOGY METALS INC
7286,GIBBER ELLIOT,ZDGE,98923T,ZEDGE INC
7287,GIBBONS DAVID T,PRGO,714290,PERRIGO CO
7288,GIBBONS KENNETH D,UNB,905400,UNION BANKSHARES INC
7289,GIBBONS THOMAS P,BK,064058,BANK OF NEW YORK MELLON CORP
7290,GIBBS DAVID W,YUM,988498,YUM! BRANDS INC
7291,GIBBS JAMES R,FTO,35914P,FRONTIER OIL CORP WY
7292,GIBBS RANDALL L,SNMP,30053M,EVOLVE TRANSITION INFRASTRUCTU
7293,GIBBS THOMAS E,USTG,912913,UNITED SYSTEMS TECHNOLOGY INC
7294,GIBBS WILLIAM C,MVNT,601318,MILLSTREAM VENTURES INC
7295,GIBBS WILLIAM DAVID,SSEY,843833,SOUTHERN STAR ENERGY INC
7296,GIBEAU FRANK D,ZNGA,98986T,ZYNGA INC
7298,GIBLER ZACHARY S,LSCG,53224G,LIGHTING SCIENCE GROUP CORP
7299,GIBNEY THOMAS F,HTWC,43785X,HOMETOWN BANCORP INC
7300,GIBSON CHRISTOPHER,RXRX,75629V,RECURSION PHARMACEUTICALS INC
7301,GIBSON DON M,GFED,40108P,GUARANTY FEDERAL BANCSHARES IN
7302,GIBSON DONALD E,GCBC,394357,GREENE COUNTY BANCORP INC
7303,GIBSON DWIGHT AUDLEY KONRAD,BXC,09624H,BLUELINX HOLDINGS INC
7304,GIBSON JACK W,HMPR,984102,XENITH BANKSHARES INC
7305,GIBSON JAMES E,CVGW,128246,CALAVO GROWERS INC
7306,GIBSON JOHN ROBIN,APFC,028740,AMERICAN PACIFIC CORP
7307,GIBSON JOHN W JR,FTK,343389,FLOTEK INDUSTRIES INC
7308,GIBSON JOHN WILLIAM,OKE,682680,ONEOK INC NEW
7310,GIBSON LEE R,SBSI,84470P,SOUTHSIDE BANCSHARES INC
7311,GIBSON MARK DAVID,HF,40418F,HFF INC
7312,GIBSON RONALD P,HIW,431284,HIGHWOODS PROPERTIES INC
7313,GIBSON RYAN,CAUI,13710T,CANAM URANIUM CORP
7314,GIBSON TERRY R,COSN,221222,COSINE COMMUNICATIONS INC
7315,GIDDENS MICHELE,IMPX,G01046,AEA-BRIDGES IMPACT CORP
7316,GIDEON RICHARD A,ROAN,769755,ROAN RESOURCES INC
7317,GIER RANDALL E,PZZI,725848,PIZZA INN INC
7318,GIERER VINCENT A JR,UST,902911,UST INC
7320,GIESLER CARL FREDRICK,MILL,600527,MILLER ENERGY RESOURCES INC
7321,GIFFONI KIM,TRGM,876140,TARGETED MEDICAL PHARMA INC
7322,GIFFORD CHARLES K,-,339030,FLEETBOSTON FINANCIAL CORP
7323,GIFFORD DALE L,HEW,42822Q,HEWITT ASSOCIATES INC
7324,GIFFORD JOHN F,MXIM,57772K,MAXIM INTEGRATED PRODUCTS INC
7325,GIFFORD WILLIAM F JR,MO,02209S,ALTRIA GROUP INC
7326,GIGUIERE GANNON,EVTI,299765,EVENTURE INTERACTIVE INC
7327,GILAT TAL,INKS,45727E,INKSURE TECHNOLOGIES INC NV
7328,GILBERT AVROM,IACC,G4940J,ION ACQUISITION CORP 3 LTD
7329,GILBERT JOHN F III,DAVE,307068,FAMOUS DAVE S OF AMERICA INC
7330,GILBERT RICHARD S,WSTL,957541,WESTELL TECHNOLOGIES INC
7331,GILBERT RYAN MARK,PAYO,70451X,FTAC OLYMPUS ACQUISITION CORP
7332,GILBERT W BARRY,IECE,44949L,I E C ELECTRONICS CORP
7333,GILBERT WARREN,SYNW,87158H,SYNC2 NETWORKS CORP
7334,GILBERTSON JOHN S,AVX,002444,AVX CORP
7335,GILBOA DAVID ABRAHAM,WRBY,93403J,WARBY PARKER INC
7336,GILBREATH DONALD,MKRO,609452,MONKEY ROCK GROUP INC
7337,GILCHRIST ADAM,FXLV,30322L,F45 TRAINING HOLDINGS INC
7338,GILCHRIST RICHARD I,MPG,559775,MAGUIRE PROPERTIES INC
7339,GILDEA EDWARD J,COIN,21254S,CONVERTED ORGANICS INC
7340,GILES BRENT M,LBCP,53017Q,LIBERTY BANCORP INC MO
7341,GILES JOHN,RA,750753,RAILAMERICA INC
7343,GILES MARC T,GRB,373730,GERBER SCIENTIFIC INC
7344,GILFEATHER MICHAEL J,OBT,68417L,ORANGE COUNTY BANCORP INC
7345,GILJOHANN DAVID A,XCUR,30205M,EXICURE INC
7346,GILKEY HAROLD B,STSA,859319,STERLING FINANCIAL CORP WASHIN
7347,GILL AJIT S,NKTR,640268,NEKTAR THERAPEUTICS
7348,GILL DAVID H,-,42633P,HENRY COUNTY BANCSHARES INC
7349,GILL JAGI,VHAQ,92853V,VIVEON HEALTH ACQUISITION CORP
7350,GILL JEFFREY T,SYPR,871655,SYPRIS SOLUTIONS INC
7351,GILL JOHN M,PIP,71714G,PHARMATHENE INC NEW
7352,GILL KELLY J,AVCA,007586,ADVOCAT INC
7353,GILL PATRICK K,OKFC,67081P,O A K FINANCIAL CORP
7354,GILL PHUPINDER S,CME,12572Q,CME GROUP INC
7355,GILL SIMBA,EVLO,299734,EVELO BIOSCIENCES INC
7356,GILLARD REGINALD NORMAN,DBGF,240257,DE BEIRA GOLDFIELDS INC
7357,GILLES DENNIS J,HTM,90338S,U S GEOTHERMAL INC
7358,GILLES DONALD ARTHUR,VCBP,919518,VALLEY COMMERCE BANCORP
7359,GILLESPIE DAVID A,GNB,644461,NEW GENERATION BIOFUELS HOLDIN
7360,GILLESPIE DEIRDRE Y,LJPC,503459,LA JOLLA PHARMACEUTICAL CO
7361,GILLESPIE JOHN H,SLGX,82710Q,SILLENGER EXPLORATION CORP
7362,GILLESPIE KEVIN PATRICK,AMRD,02932Y,AMERICAN RIDING TOURS INC
7363,GILLETTE GARY M,WTTR,81617J,SELECT ENERGY SERVICES INC
7364,GILLETTE ROBERT J,FSLR,336433,FIRST SOLAR INC
7365,GILLHEENEY GARY S,ORGO,68621F,ORGANOGENESIS HOLDINGS INC
7366,GILLIAM JOSEPH E,GKOS,377322,GLAUKOS CORP
7367,GILLIAM ROBERT H JR,PPBN,72345E,PINNACLE BANKSHARES CORP
7368,GILLIGAN J KEVIN,CPLA,139594,CAPELLA EDUCATION CO
7370,GILLILAND MICHAEL S,-,785905,SABRE HOLDINGS CORP
7371,GILLIS FRANK LAUREN,ATH,G0684D,ATHENE HOLDING LTD
7372,GILLIS STEVEN,-,21887F,CORIXA CORP
7373,GILLISPIE DONALD L,AEHI,02147K,ALTERNATE ENERGY HOLDINGS INC
7374,GILLULY C W,CMTX,205914,COMTEX NEWS NETWORK INC
7375,GILMAN ALAN B,SNS,857873,STEAK N SHAKE CO
7376,GILMAN KENNETH B,ABG,043436,ASBURY AUTOMOTIVE GROUP INC
7377,GILMAN STEVEN C,CFRX,212326,CONTRAFECT CORP
7378,GILMARTIN RAYMOND V,-,589331,MERCK & CO INC
7379,GILMORE DENNIS J,FAF,31847R,FIRST AMERICAN FINANCIAL CORP
7380,GILMORE RENEE M,FRCN,318177,FIREMANS CONTRACTORS INC
7381,GILO DAVIDI,VYYO,918458,VYYO INC
7382,GILREATH MARK G,GI,29272U,ENDOCHOICE HOLDINGS INC
7383,GIMBEL THOMAS SUFFERN TAILER,AFCO,02589Y,AMERICAN FARMLAND CO
7384,GINGO JOSEPH M,SHLM,808194,A SCHULMAN INC
7385,GINGRAS RICHARD,SLNM,79550B,SALON MEDIA GROUP INC
7386,GINN ALBERT RUNNELS JR,NCS,628852,NCI BUILDING SYSTEMS INC
7387,GINSBERG AMANDA,MTCH,57665R,MATCH GROUP INC
7388,GINSBERG DAVID,ENCO,29257R,ENCORIUM GROUP INC
7389,GINSBERG ERROL,XXIA,45071R,IXIA
7390,GINSBURG RICHARD M,-,743663,PROTECTION ONE INC
7391,GINSBURG SCOTT K,DGIT,23326R,DG FASTCHANNEL INC
7392,GIOMI HAROLD GEORGE,TBHS,88331E,BANK HOLDINGS
7393,GIORDANO CHRISTOPHER THOMAS,TENX,88032L,TENAX THERAPEUTICS INC
7394,GIORDANO JAMES RICHARD,HVCW,415569,HARRISON VICKERS AND WATERMAN
7395,GIORDANO NATASHA,DPRX,72942A,PLX PHARMA INC
7396,GIORDANO PAUL SAVERIO,SCA,G8018D,SECURITY CAPITAL ASSURANCE LTD
7397,GIORDANO SALVATORE JR,-,313135,FEDDERS CORP
7398,GIPSON WILLIAM L,EDE,291641,EMPIRE DISTRICT ELECTRIC CO
7399,GIRARD ROGER,ISR,46489V,ISORAY INC
